	Cell_type	Age	HSCScore
ss1_22_126s_O01_R1.ss1_22_126s_O01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3954272066948871
ss1_22_126s_O02_R1.ss1_22_126s_O02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5193823123370551
ss1_22_126s_O03_R1.ss1_22_126s_O03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.37146283642852146
ss1_22_126s_O04_R1.ss1_22_126s_O04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.34245478081559527
ss1_22_126s_O05_R1.ss1_22_126s_O05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4138759606644474
ss1_22_126s_O06_R1.ss1_22_126s_O06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4938474581468281
ss1_22_126s_O07_R1.ss1_22_126s_O07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.1823340149461506
ss1_22_126s_O08_R1.ss1_22_126s_O08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.0066774971387182774
ss1_22_126s_O09_R1.ss1_22_126s_O09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4664333618117366
ss1_22_126s_O10_R1.ss1_22_126s_O10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3614934900724067
ss1_22_126s_O11_R1.ss1_22_126s_O11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4757771190810191
ss1_22_126s_O12_R1.ss1_22_126s_O12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.49391722362928386
ss1_22_126s_O13_R1.ss1_22_126s_O13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.2914295287445422
ss1_22_126s_O14_R1.ss1_22_126s_O14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.15238461756700217
ss1_22_126s_O17_R1.ss1_22_126s_O17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5022022227374829
ss1_22_126s_O18_R1.ss1_22_126s_O18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4969577877341635
ss1_22_126s_O19_R1.ss1_22_126s_O19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3852249533802083
ss1_22_126s_O20_R1.ss1_22_126s_O20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.41555454531797825
ss1_22_126s_O21_R1.ss1_22_126s_O21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.24761650729146756
ss1_22_126s_O22_R1.ss1_22_126s_O22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.12756693187029622
ss1_22_126s_O23_R1.ss1_22_126s_O23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	-0.0008353802973120328
ss1_22_126s_P01_R1.ss1_22_126s_P01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.2901451650316925
ss1_22_126s_P02_R1.ss1_22_126s_P02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5336939140802558
ss1_22_126s_P03_R1.ss1_22_126s_P03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5654470807592821
ss1_22_126s_P04_R1.ss1_22_126s_P04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4020736393594941
ss1_22_126s_P05_R1.ss1_22_126s_P05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3072671726683692
ss1_22_126s_P06_R1.ss1_22_126s_P06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3374601040138254
ss1_22_126s_P07_R1.ss1_22_126s_P07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.19613125095370143
ss1_22_126s_P08_R1.ss1_22_126s_P08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.005231643802955183
ss1_22_126s_P09_R1.ss1_22_126s_P09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3803416052569942
ss1_22_126s_P10_R1.ss1_22_126s_P10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3381664255932417
ss1_22_126s_P11_R1.ss1_22_126s_P11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.33901256995752266
ss1_22_126s_P12_R1.ss1_22_126s_P12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3309877603256029
ss1_22_126s_P13_R1.ss1_22_126s_P13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4280333098416948
ss1_22_126s_P14_R1.ss1_22_126s_P14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4543142549320371
ss1_22_126s_P15_R1.ss1_22_126s_P15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.06851524713439193
ss1_22_126s_P16_R1.ss1_22_126s_P16_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.006677883554972244
ss1_22_126s_P17_R1.ss1_22_126s_P17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.43611649623547416
ss1_22_126s_P18_R1.ss1_22_126s_P18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.47373802792788927
ss1_22_126s_P19_R1.ss1_22_126s_P19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.29853245219813584
ss1_22_126s_P20_R1.ss1_22_126s_P20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.48927038773087056
ss1_22_126s_P22_R1.ss1_22_126s_P22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.016545771414698984
